date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:03:11	393660/393660	---M-Z	200	added ('OK')	text/css	etag:%22601bc-65f3fe66-81ff230134e03b4e;gz%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.mineab2.css	(from https://mp.velocitydeveloper.com/)
16:03:11	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-65f3fe66-bdfa2da5459c0756;gz%22	https://mp.velocitydeveloper.com/wp-includes/css/dashicons.min.css?ver=6.4.5	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-includes/css/dashicons.min75e4.css	(from https://mp.velocitydeveloper.com/)
16:03:12	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-65f3fe66-1e0d5eaeeda2f895;gz%22	https://mp.velocitydeveloper.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://mp.velocitydeveloper.com/)
16:03:12	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-65f3fe66-cbf23b7be1bf435b;gz%22	https://mp.velocitydeveloper.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://mp.velocitydeveloper.com/)
16:03:12	870/870	---M-Z	200	added ('OK')	application/javascript	etag:%22366-65f3fe66-6a7b0de5b3cbdb3;gz%22	https://mp.velocitydeveloper.com/wp-content/plugins/velocity-addons/public/js/velocity-addons-public.js?ver=1.1.1	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/plugins/velocity-addons/public/js/velocity-addons-publicc64e.js	(from https://mp.velocitydeveloper.com/)
16:03:12	1554/1554	---M-Z	200	added ('OK')	application/javascript	etag:%22612-65f3fe66-aa36f301828e823e;gz%22	https://mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/js/velocity-iklan-public.js?ver=1.0.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/js/velocity-iklan-public8a54.js	(from https://mp.velocitydeveloper.com/)
16:03:12	20219/20219	---M-Z	200	added ('OK')	application/javascript	etag:%224efb-65f3fe66-6a2e99aee8a1720e;gz%22	https://mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/js/magnific-popup.min.js?ver=1.0.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/js/magnific-popup.min8a54.js	(from https://mp.velocitydeveloper.com/)
16:03:13	6143/6143	---M-Z	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:11%20GMT	https://mp.velocitydeveloper.com/wp-json/wp/v2/pages/1064	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/wp/v2/pages/1064.json	(from https://mp.velocitydeveloper.com/)
16:03:13	174329/174329	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:12%20GMT	https://mp.velocitydeveloper.com/wp-json/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/index.html	(from https://mp.velocitydeveloper.com/)
16:03:13	858/858	---M-Z	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2008:03:12%20GMT	https://mp.velocitydeveloper.com/xmlrpc.php?rsd	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/xmlrpc0db0.php	(from https://mp.velocitydeveloper.com/)
16:03:14	2065/2065	---M-Z	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:12%20GMT	https://mp.velocitydeveloper.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmp.velocitydeveloper.com%2F	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/oembed/1.0/embed2fd6.json	(from https://mp.velocitydeveloper.com/)
16:03:14	2227/2227	---M-Z	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2008:03:13%20GMT	https://mp.velocitydeveloper.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmp.velocitydeveloper.com%2F&format=xml	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/oembed/1.0/embede6a1	(from https://mp.velocitydeveloper.com/)
16:03:14	5002/5002	---M--	200	added ('OK')	image/png	etag:%22138a-65f3fe66-630a8205a6980d6e;;;%22	https://mp.velocitydeveloper.com/#	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/#	(from https://mp.velocitydeveloper.com/)
16:03:15	3750/3750	---M--	200	added ('OK')	image/png	etag:%22ea6-65f3fe66-f63c036f93e1bb50;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/LOG.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/LOG.png	(from https://mp.velocitydeveloper.com/)
16:03:15	15344/15344	---M--	200	added ('OK')	font/woff2	etag:%223bf0-66039d34-95405ced2df73adc;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xKOzY.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu72xKOzY.woff2	(from https://mp.velocitydeveloper.com/)
16:03:15	9628/9628	---M--	200	added ('OK')	font/woff2	etag:%22259c-66039d34-695f7d3d00c61b83;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxKOzY.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu5mxKOzY.woff2	(from https://mp.velocitydeveloper.com/)
16:03:15	1484/1484	---M--	200	added ('OK')	font/woff2	etag:%225cc-66039d34-9bb11ba552373bbc;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxKOzY.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7mxKOzY.woff2	(from https://mp.velocitydeveloper.com/)
16:03:16	7112/7112	---M--	200	added ('OK')	font/woff2	etag:%221bc8-66039d35-30686e11b70242df;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxKOzY.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4WxKOzY.woff2	(from https://mp.velocitydeveloper.com/)
16:03:16	5560/5560	---M--	200	added ('OK')	font/woff2	etag:%2215b8-66039d35-b4dae0d2f6b4ab72;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxKOzY.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7WxKOzY.woff2	(from https://mp.velocitydeveloper.com/)
16:03:16	11872/11872	---M--	200	added ('OK')	font/woff2	etag:%222e60-66039d35-2d46390a513b4812;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxKOzY.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu7GxKOzY.woff2	(from https://mp.velocitydeveloper.com/)
16:03:16	15744/15744	---M--	200	added ('OK')	font/woff2	etag:%223d80-66039d35-2fa78c3f24fd205b;;;%22	https://mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxK.woff2	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/fonts/roboto/KFOmCnqEu92Fr1Mu4mxK.woff2	(from https://mp.velocitydeveloper.com/)
16:03:17	66059/66059	---M--	200	added ('OK')	image/jpeg	etag:%221020b-65f3fe66-e5f7197295a01b8f;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/12/banneratas3.jpg	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/12/banneratas3.jpg	(from https://mp.velocitydeveloper.com/)
16:03:17	10578/10578	---M--	200	added ('OK')	image/png	etag:%222952-65f3fe66-8c1ace6b9913ba40;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2024/02/cpoin2.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2024/02/cpoin2.png	(from https://mp.velocitydeveloper.com/)
16:03:17	1562/1562	---M--	200	added ('OK')	image/png	etag:%2261a-65f3fe66-70287e3e8c2f8497;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/q3.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/q3.png	(from https://mp.velocitydeveloper.com/)
16:03:17	4078/4078	---M--	200	added ('OK')	image/png	etag:%22fee-65f3fe66-367ec1bc973105df;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/q1.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/q1.png	(from https://mp.velocitydeveloper.com/)
16:03:17	1942/1942	---M--	200	added ('OK')	image/png	etag:%22796-65f3fe66-c4b5f3ee8c2cca0a;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/q8.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/q8.png	(from https://mp.velocitydeveloper.com/)
16:03:18	1562/1562	---M--	200	added ('OK')	image/png	etag:%2261a-65f3fe66-36a9e2827a879da8;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/q4.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/q4.png	(from https://mp.velocitydeveloper.com/)
16:03:18	1929/1929	---M--	200	added ('OK')	image/png	etag:%22789-65f3fe66-c40c14977618fe93;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2024/03/otomotif.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2024/03/otomotif.png	(from https://mp.velocitydeveloper.com/)
16:03:18	2792/2792	---M--	200	added ('OK')	image/png	etag:%22ae8-65f3fe66-7b8a08cf5cacc700;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/q9.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/q9.png	(from https://mp.velocitydeveloper.com/)
16:03:18	46525/46525	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:17%20GMT	https://mp.velocitydeveloper.com/tentang-kami/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/tentang-kami/index.html	(from https://mp.velocitydeveloper.com/)
16:03:18	1813/1813	---M--	200	added ('OK')	image/png	etag:%22715-65f3fe66-6913def3c385e494;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2015/08/q11.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2015/08/q11.png	(from https://mp.velocitydeveloper.com/)
16:03:19	7886/7886	---M--	200	added ('OK')	image/png	etag:%221ece-65f3fe66-cc9f6d06d56ba324;;;%22	https://mp.velocitydeveloper.com/wp-content/uploads/2024/02/cpoin2.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/uploads/2024/02/cpoin2.png	(from https://mp.velocitydeveloper.com/)
16:03:19	25/25	---M--	200	added ('OK')	application/javascript	etag:%2219-65f3fe66-1b474cd55290743f;;;%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity-mp-child/js/custom.js?ver=2.4.4.1710489190	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity-mp-child/js/custom170f.js	(from https://mp.velocitydeveloper.com/)
16:03:19	81620/81620	---M-Z	200	added ('OK')	application/javascript	etag:%2213ed4-65f3fe66-ccd9c2f4d1d45425;gz%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/js/theme.min.js?ver=2.4.3.3	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/js/theme.mineab2.js	(from https://mp.velocitydeveloper.com/)
16:03:21	50939/50939	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:18%20GMT	https://mp.velocitydeveloper.com/iklan/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/iklan/index.html	(from https://mp.velocitydeveloper.com/)
16:03:22	43546/43546	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:18%20GMT	https://mp.velocitydeveloper.com/akun-saya/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/akun-saya/index.html	(from https://mp.velocitydeveloper.com/)
16:03:22	61185/61185	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:19%20GMT	https://mp.velocitydeveloper.com/kategori/fashion/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/fashion/index.html	(from https://mp.velocitydeveloper.com/)
16:03:22	64672/64672	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:19%20GMT	https://mp.velocitydeveloper.com/kategori/parfume/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/parfume/index.html	(from https://mp.velocitydeveloper.com/)
16:03:22	54922/54922	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:21%20GMT	https://mp.velocitydeveloper.com/kategori/industri/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/industri/index.html	(from https://mp.velocitydeveloper.com/)
16:03:22	2506/2506	---M--	200	added ('OK')	image/png	etag:%229ca-65f3fe66-77dc55e5aeab27bc;;;%22	https://mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/img/star.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/img/star.png	(from https://mp.velocitydeveloper.com/wp-content/plugins/velocity-iklan/public/css/velocity-iklan-public.css?ver=1.0.0)
16:03:25	46340/46340	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:21%20GMT	https://mp.velocitydeveloper.com/kategori/lowongan-kerja/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/lowongan-kerja/index.html	(from https://mp.velocitydeveloper.com/)
16:03:25	54003/54003	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:22%20GMT	https://mp.velocitydeveloper.com/kategori/motor/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/motor/index.html	(from https://mp.velocitydeveloper.com/)
16:03:25	54038/54038	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:21%20GMT	https://mp.velocitydeveloper.com/kategori/mobil/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/mobil/index.html	(from https://mp.velocitydeveloper.com/)
16:03:25	56984/56984	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:22%20GMT	https://mp.velocitydeveloper.com/kategori/property/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/property/index.html	(from https://mp.velocitydeveloper.com/)
16:03:26	31474/31474	---M--	200	added ('OK')	image/png	etag:%227af2-65f3fe66-5eb5cafbfd0fa25b;;;%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity-mp-child/img/footer.png	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity-mp-child/img/footer.png	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity-mp-child/css/custom.css?ver=2.4.4.1710489190)
16:03:26	43546/43546	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:24%20GMT	https://mp.velocitydeveloper.com/akun-saya/?hal=pasang-iklan	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/akun-saya/indexadb5.html	(from https://mp.velocitydeveloper.com/)
16:03:26	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-65f3fe66-e588f85945e2b25b;gz%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont3e6e.eot	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3)
16:03:26	53531/53531	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:25%20GMT	https://mp.velocitydeveloper.com/category/artikel/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/category/artikel/index.html	(from https://mp.velocitydeveloper.com/)
16:03:27	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-65f3fe66-e588f85945e2b25b;gz%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont.eot?	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfontd41d.eot	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3)
16:03:27	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-65f3fe66-74b490cb99f85470;;;%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont3e6e.woff2	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3)
16:03:27	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-65f3fe66-99eb1ffca3ee2c65;;;%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont3e6e.woff	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3)
16:03:27	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-65f3fe66-22790b908c74cc21;gz%22	https://mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont3e6e.ttf	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3)
16:03:28	45273/45273	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Aug%202024%2008:03:26%20GMT	https://mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-content/themes/velocity/fonts/fontawesome-webfont3e6e.svg	(from https://mp.velocitydeveloper.com/wp-content/themes/velocity/css/theme.min.css?ver=2.4.3.3)
16:03:28	56564/56564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-65f3fe66-61bf88c9a660e5eb;gz%22	https://mp.velocitydeveloper.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-includes/fonts/dashicons7d4b.eot	(from https://mp.velocitydeveloper.com/wp-includes/css/dashicons.min.css?ver=6.4.5)
16:03:28	56392/56392	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22dc48-65f3fe66-78f4c8896c9fdac5;gz%22	https://mp.velocitydeveloper.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://mp.velocitydeveloper.com/wp-includes/css/dashicons.min.css?ver=6.4.5)
16:03:29	3536/3536	---M-Z	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:27%20GMT	https://mp.velocitydeveloper.com/wp-json/wp/v2/pages/142	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/wp/v2/pages/142.json	(from https://mp.velocitydeveloper.com/tentang-kami/)
16:03:29	2108/2108	---M-Z	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:28%20GMT	https://mp.velocitydeveloper.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmp.velocitydeveloper.com%2Ftentang-kami%2F	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/oembed/1.0/embed8e4f.json	(from https://mp.velocitydeveloper.com/tentang-kami/)
16:03:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Aug%202024%2008:03:28%20GMT	https://mp.velocitydeveloper.com/?p=142	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/indexee5b.html	(from https://mp.velocitydeveloper.com/tentang-kami/)
16:03:30	2268/2268	---M-Z	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2008:03:28%20GMT	https://mp.velocitydeveloper.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmp.velocitydeveloper.com%2Ftentang-kami%2F&format=xml	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/oembed/1.0/embed8c7a	(from https://mp.velocitydeveloper.com/tentang-kami/)
16:03:30	10785/10785	---MCZ	200	added ('OK')	application/rss+xml	etag:%22427ede0845be70c0c07a25b7e63631bd%22	https://mp.velocitydeveloper.com/iklan/feed/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/iklan/index.html	(from https://mp.velocitydeveloper.com/iklan/)
16:03:30	52596/52596	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:29%20GMT	https://mp.velocitydeveloper.com/iklan/perumahan-kantor/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/iklan/perumahan-kantor/index.html	(from https://mp.velocitydeveloper.com/iklan/)
16:03:30	1904/1904	---M-Z	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:29%20GMT	https://mp.velocitydeveloper.com/wp-json/wp/v2/pages/1033	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/wp/v2/pages/1033.json	(from https://mp.velocitydeveloper.com/akun-saya/)
16:03:31	63686/63686	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:29%20GMT	https://mp.velocitydeveloper.com/kategori/dvd-player/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/dvd-player/index.html	(from https://mp.velocitydeveloper.com/iklan/)
16:03:31	2093/2093	---M-Z	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2008:03:30%20GMT	https://mp.velocitydeveloper.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmp.velocitydeveloper.com%2Fakun-saya%2F	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/wp-json/oembed/1.0/embedca38.json	(from https://mp.velocitydeveloper.com/akun-saya/)
16:03:31	50171/50171	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:30%20GMT	https://mp.velocitydeveloper.com/kategori/laptop/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/laptop/index.html	(from https://mp.velocitydeveloper.com/iklan/)
16:03:31	55656/55656	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2008:03:30%20GMT	https://mp.velocitydeveloper.com/kategori/playstasion/	D:/Irwan/SME%20Web/umkm/mp.velocitydeveloper.com/kategori/playstasion/index.html	(from https://mp.velocitydeveloper.com/iklan/)
